Name,2MASS Name,SDSS Name,PanSTARRS Name,Other Name,RA (h:m:s),Dec (d:m:s),RA,DEC,SpT,SpT_Type,radius,e_radius,log_g,e_log_g,Teff,e_Teff,Mass,e_Mass,LACEwING,D_Trig,e_D_Trig,pmRA,e_pmRA,pmDE,e_pmDE,SDSS_u,e_SDSS_u,SDSS_g,e_SDSS_g,SDSS_r,e_SDSS_r,SDSS_i,e_SDSS_i,SDSS_z,e_SDSS_z,PanSTARRS_y,e_PanSTARRS_y,J,e_J,H,e_H,K,e_K,MKO_H,e_MKO_H,InDwarfArchive,L_T Transition,Priority,Declination,Visible,Ltflag,Jflag,Ranking,Star,Min,Max,R,Source,Filename,Filename2,WISE Name,Peculiarities,Member,Quality,LACEwING probability,WISE_W1,e_WISE_W1,WISE_W2,e_WISE_W2,WISE_W3,e_WISE_W3,WISE_W4,Young,Gaia_G,HRV,e_HRV,Polarized Filter,Polarized %,e_Polarized %,Polarized Angle,Comments,Polarization,Polflag,e_Gaia_G,MKO_J,e_MKO_J,IRAC3p6,e_IRAC3p6,IRAC4p5,e_IRAC4p5,e_WISE_W4,MKO_K,e_MKO_K,Instrument,MKO_Y,e_MKO_Y,Q/I,e_Q/I,U/I,e_U/I,Variable,e_Variable,Variable%,Variable_period,Varflag,IRAC5p8,e_IRAC5p8,IRAC8,e_IRAC8,e_Variable_period,Sp Note,MKO_L,e_MKO_L
J1154+6234,11543535+6234382,115435.29+623438.6,115435.064+623438.221,,11 54 34.999,+62 34 38.15,178.6458285,62.5772646,L0,Opt,,,,,,,,,(None),,,-145.9,4.7,4.5,12.3,24.816,1.123,24.036,0.443,21.834,0.213,19.637,0.011,18.152,0.007,17.201,0.014,15.401,0.054,14.804,0.065,14.259,0.069,,,X,,,D,X,,0,,,,,,,,,J115435.10+623438.2,,,,,13.939,0.025,13.677,0.032,12.23,,9.108,,19.907,-11,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154-3400,11544223-3400390,,,2MASS J11544223-3400390,11 54 42.232,-34 00 39.06,178.675965,-34.010849,L0 (beta),Opt,1.5,0.26,4.51,0.45,2155,200,36.86,23.01,(None),,,-161,8,12,7,,,,,,,,,,,,,14.195,0.033,13.331,0.028,12.851,0.033,,,X,,1,W,X,,0,,,,,,,,,J115442.08-340038.8,"Red, Low-gravity (Young?)",ARG,55.6,,12.36,0.022,12.048,0.022,11.557,0.154,9.338,ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1155+2307,11550087+2307058,115500.89+230705.6,115500.892+230706.170,2MASSW J1155009+230706,11 55 00.878,+23 07 05.82,178.753659,23.118284,L4,Opt,,,,,,,,,(None),,,25.81,23.13,37.69,22.6,24.514,1.024,24.913,0.716,22.006,0.292,20.672,0.042,19.123,0.02,18.059,0.019,15.848,0.087,14.698,0.061,14.076,0.051,,,X,,,D,X,,0,,,,,,,,,J115500.89+230705.9,,,,,13.37,0.024,13.123,0.029,12.582,0.539,8.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1155+0445,,,115509.096+044456.135,ULAS J115508.39+044502.3,11 55 08.414,+04 45 01.99,178.78506,4.7505517,T7,NIR,,,,,,,,,(None),,,,,,,,,,,22.1,0.402,,,21,0.308,,,,,,,,,,,,,,D,,,0,,,,,,,,,J115508.41+044501.9,,,,,17.526,0.198,15.03,0.083,12.065,,9.064,,,,,,,,,,,,,18.33,0.05,,,,,,,,,19.38,0.07,,,,,,,,,,,,,,,,,
1155-3727,11553952-3727350,,,2MASSW J1155395-372735,11 55 39.527,-37 27 35.06,178.914696,-37.45974,L2,Opt,1,0.08,5.19,0.2,1793,80,63.54,14.78,(None),9.58,0.43,49.739,3.892,-780.829,3.864,,,,,,,,,,,,,12.811,0.024,12.04,0.026,11.462,0.021,,,X,,,W,X,,1,1,,,,,,,,115539.57-372743.6,,,,,11.04,0.023,10.733,0.02,10.335,0.056,,,17.494,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1155+0559,11555389+0559577,115553.86+055957.5,115553.554+055957.006,,11 55 53.890,+05 59 57.70,178.974543,5.999362,L6-L8p,NIR,,,,,,,,,(None),17.27,3.04,-420.49,5.98,-54.46,4.83,,,,,,,21.1,0.043,18.866,0.012,17.86,0.01,15.66,0.077,14.703,0.07,14.118,0.075,,,X,NIR,1,D,X,1,0,1,1155+05,1.39625,2.53348,393.5,Leggett,L7.5_SDSS1155+05.txt,spex-prism_SDSSJ115553.86+055957.5_20080113_BUR10A.txt,115553.58+055957.0,FLD-G,Field,,,13.298,0.027,12.848,0.03,12.415,0.494,,Field,,136.8,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1156-4043,11560224-4043248,,,,11 56 02.246,-40 43 24.82,179.009357,-40.72356,M5:,NIR,,,,,,,,,(None),,,,,,,,,,,,,,,,,,,16.003,0.096,15.129,0.122,14.534,0.11,,,,,,,,,0,,,,,,,,,J115602.07-404324.7,,Field,,,13.93,0.026,13.593,0.031,12.287,,8.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1157+0611,,115700.53+061104.3,115700.590+061103.650,,11 57 00.555,+06 11 03.75,179.2523112,6.1843759,T1.5,NIR,,,,,,,,,(None),29.59,12.43,,,,,25.076,0.609,25.602,0.486,23.996,0.441,23.517,0.41,20.717,0.031,19.327,0.015,16.926,0.2,16.038,0.166,15.251,,,,X,NIR,1,D,,1,0,1,1157+06,1.03091,2.53348,387.6,Leggett,T1.5_SDSS1157+06.txt,,J115700.55+061103.7,,,,,15.402,0.044,14.503,0.059,12.328,,8.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1157-0139,,,115717.207-013924.030,ULAS J115718.02-013923.9,11 57 18.02,-01 39 23.9,179.32508,-1.656639,T5,NIR,,,,,,,,,(None),,,,,,,,,,,,,20.603,0.257,20.831,0.185,,,,,,,,,18.65,0.03,X,NIR,1,D,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.18,0.02,,,,,,,,,19.52,0.09,,,,,,,,,,,,,,,,,
J1157-4844,11574809-4844428,,,DENIS-P J1157480-484442,11 57 48.093,-48 44 42.84,179.450387,-48.745232,L0.5:,Opt,,,,,,,,,(None),,,-51.99,16,1,1.13,,,,,,,,,,,,,14.007,0.034,13.326,0.032,12.793,0.029,,,X,,,,X,,0,,,,,,,,,J115748.02-484443.0,,,,,12.483,0.028,12.24,0.029,11.876,0.212,9.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1157+0922,,115759.08+092200.4,115759.019+092200.920,ULAS J115759.04+092200.7,11 57 59.021,+09 22 01.00,179.4959199,9.3669453,T2.5,NIR,,,,,,,,,(None),,,,,,,26.745,0.363,24.47,0.763,25.416,0.826,25.36,0.793,20.806,0.022,19.268,0.044,,,,,,,16.43,0.02,X,NIR,1,D,,1,0,1,,,,,,,,J115759.02+092201.0,,,,,15.97,0.053,14.89,0.071,12.44,,8.999,,,,,,,,,,,,,16.81,0.01,,,,,,16.24,0.04,,17.94,0.03,,,,,,,,,,,,,,,,,
J1158+6447,11580463+6447204,115804.74+644720.5,115804.767+644720.597,,11 58 04.635,+64 47 20.40,179.519313,64.789001,L0,Opt,,,,,,,,,(None),,,69.9,6.7,8.1,23.7,25.849,0.611,20.878,0.623,19.492,0.195,20.391,0.022,18.916,0.012,17.963,0.011,16.128,0.096,15.765,0.15,15.088,0.158,,,X,,,D,,,0,,,,,,,,,J115804.75+644720.4,,,,,14.861,0.03,14.638,0.046,12.992,,9.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2M1158,11582077+0435014,,115820.711+043502.127,,11 58 20.774,+04 35 01.50,179.586558,4.583749,sdL7,NIR,,,,,,,,,(None),,,563.3,17.5,-922.6,13.5,,,,,,,21.56,0.195,21.2,0.194,,,15.611,0.055,14.684,0.064,14.439,0.064,14.88,0.01,X,NIR,1,D,X,1,0,1,,,,,,,,115821.13+043452.8,Subdwarf,,,,13.7,0.03,13.36,0.03,11.681,,,,,105.5,58.8,,,,,,,,,15.43,,,,,,,14.37,0.01,,16.61,0.01,,,,,,,,,,,,,,,,,
J1159+0057,11593850+0057268,115938.50+005726.9,115938.522+005726.699,DENIS-P J1159+0057,11 59 38.508,+00 57 26.87,179.910452,0.957463,L0,Opt,,,,,,,,,(None),,,12.36,21.05,6.66,19.38,24.216,1.403,20.621,0.883,20.963,0.027,18.46,0.004,16.965,0.002,15.994,0.006,14.084,0.028,13.31,0.025,12.811,0.03,,,X,,,D,X,,0,2,,,,,,,,J115938.50+005726.7,,,,,12.38,0.024,12.051,0.022,11.529,0.213,8.402,,,-1.6,8.6,J,0.53,0.15,28.3,,P,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1159+5409,11594076+5409386,115940.72+540938.6,115940.582+540938.633,,11 59 40.554,+54 09 38.57,179.918973,54.1607145,L2,Opt,,,,,,,,,(None),,,-112.8,6.4,9.4,11.3,25.02,1.062,25.064,0.695,21.675,0.145,19.615,0.011,18.192,0.006,17.212,0.009,15.216,0.044,14.339,0.043,13.755,0.043,,,X,,,D,X,,0,,,,,,,,,J115940.61+540938.5,,,,,13.456,0.024,13.208,0.028,12.61,0.475,8.936,,19.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1159+3830,11594804+3830165,115948.00+383016.2,115947.924+383016.434,,11 59 48.045,+38 30 16.52,179.950186,38.504589,L0,Opt,,,,,,,,,(None),,,-126.4,17.4,-16.3,26.5,23.827,1.174,24.989,0.816,22.299,0.181,20.62,0.03,19.171,0.008,18.263,0.011,16.394,0.108,15.741,0.151,15.304,0.143,,,,,,D,,,0,,,,,,,,,J115947.93+383016.2,,,,,15.057,0.035,14.879,0.067,12.575,,9.282,,,-14.5,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1200+3406,12002074+3406158,120020.66+340615.4,120020.542+340615.074,,12 00 20.743,+34 06 15.85,180.086431,34.104404,L1,Opt,,,,,,,,,(None),,,-166.1,11.3,-54.3,14.7,23.922,0.699,25.05,0.499,22.013,0.281,20.533,0.025,19.125,0.013,18.126,0.017,16.109,0.092,15.372,0.087,14.821,0.105,,,X,,,D,,,0,,,,,,,,,J120020.56+340615.1,,,,,14.564,0.03,14.311,0.047,12.711,,8.919,,,25.1,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J120035.40-283657.5,12003584-2836572,,120035.392-283657.668,PSO J180.1475-28.6160,12 00 35.409,-28 36 57.57,180.1475358,-28.6159906,L6.7,NIR,,,,,,,,,(None),,,-545.6,9.9,-32.2,9.2,,,,,,,,,19.566,0.018,18.134,0.015,15.981,0.087,15.066,0.072,14.678,0.099,,,,NIR,,W,,,0,,,,,,,,,J120035.40-283657.5,,,,,14.244,0.027,13.598,0.034,12.117,,8.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J12003584-2836572,12003584-2836572,,120035.392-283657.668,,12 00 35.846,-28 36 57.23,180.14936,-28.615896,T0.5:,NIR,,,,,,,,,(None),,,-540.3,10.6,-33.8,9.4,,,,,,,20.75,0.04,19.566,0.018,18.134,0.015,15.981,0.087,15.066,0.072,14.678,0.099,,,,NIR,,W,,,0,,,,,,,,,,,,,,14.24,0.03,13.6,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WISEA J120104.57+573004.2,12010443+5730040,120104.47+573004.3,120104.588+573004.332,,12 01 04.431,+57 30 04.06,180.268462,57.501129,L9,NIR,,,,,,,,,(None),,,98.6,28.9,13,25.6,23.634,0.943,24.689,0.71,24.919,0.881,24.474,0.865,20.442,0.059,19.28,0.02,17.355,0.235,16.407,0.266,15.245,0.133,,,,NIR,,D,,,0,,,,,,,,,J120104.57+573004.2,,,,,14.368,0.028,13.66,0.032,12.107,0.251,9.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1201-1324,12014651-1324059,,120146.638-132404.771,,12 01 46.660,-13 24 04.51,180.4444147,-13.4012516,M9.5,Opt,,,,,,,,,(None),,,,,,,,,,,21.407,0.083,18.884,0.013,17.428,0.005,16.522,0.008,14.721,0.037,14.087,0.036,13.643,0.057,,,,,,D,,,0,,,,,,,,,J120146.62-132404.8,,,,,13.283,0.025,13.018,0.031,12.133,0.36,8.868,,19.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1202+4204,12025009+4204531,120250.00+420452.1,120249.834+420449.764,,12 02 50.090,+42 04 53.17,180.70871,42.081436,L0,Opt,,,,,,,,,(None),,,-242.3,10.4,-281.7,14.4,25.03,0.848,23.663,0.285,21.104,0.042,18.881,0.007,17.346,0.008,16.401,0.005,14.499,0.031,13.694,0.03,13.259,0.03,,,,,,D,X,,0,,,,,,,,,120249.84+420449.9,,,,,12.84,0.037,12.565,0.039,12.034,0.254,,,,-10.2,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1202-0227,12025263-0227483,,120252.664-022747.968,,12 02 52.665,-02 27 47.91,180.7194381,-2.4633085,L0,Opt,,,,,,,,,(None),,,38.4,13.7,28.9,14.3,24,1.1,22.474,0.49,20.42,0.22,20.175,0.046,18.74,0.01,17.786,0.024,15.737,0.065,15.04,0.069,14.374,0.088,,,,,,D,X,,0,,,,,,,,,J120252.65-022747.9,,,,,14.119,0.029,13.866,0.04,12.326,,8.838,,20.506,7,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1202+0901,,,120257.025+090158.426,ULAS J120257.05+090158.8,12 02 57.024,+09 01 58.40,180.7376004,9.0328887,T5,NIR,,,,,,,,,(None),,,,,,,,,,,,,,,21.34,0.136,19.546,0.14,,,,,,,16.91,0.02,X,NIR,1,D,,1,0,1,,,,,,,,J120257.02+090158.3,,,,,16.603,0.093,14.935,0.078,11.98,,8.698,,,,,,,,,,,,,16.71,0.03,,,,,,16.94,0.02,,18,0.02,,,,,,,,,,,,,,,,,
J1203+0015,12035812+0015500,120358.19+001550.2,120357.705+001543.982,SDSSp J120358.19+001550.3,12 03 58.127,+00 15 50.09,180.992195,0.263915,L3,Opt,,,,,,,,,(None),,,-1209.13,18.01,-261.42,15.26,24.794,0.833,24.476,0.516,22.486,0.005,18.87,0.013,16.761,0.011,,,14.006,0.026,13.056,0.024,12.476,0.024,,,X,,,D,X,,0,,,,,,,,,120357.28+001547.2,,,,,11.883,0.024,11.643,0.023,11.203,0.146,,,,-0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1204-2806,12042529-2806364,,120425.196-280636.414,,12 04 25.293,-28 06 36.48,181.105388,-28.110132,L0.5,NIR,,,,,,,,,(None),,,,,,,,,,,,,20.586,0.03,19.193,0.014,18.249,0.013,16.106,0.084,15.172,0.112,14.481,0.08,,,,,,W,,,0,,,,,,,,,J120425.19-280636.3,FLD-G,Field,,,14.169,0.03,13.902,0.041,12.489,,9.019,Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1204+3212,12043036+3212595,120430.37+321259.4,120430.437+321259.172,2MASSI J1204303+321259,12 04 30.447,+32 12 59.04,181.1268604,32.2164003,L0,Opt,,,,,,,,,(None),,,91.41,36.65,-17.6,20.84,25.612,0.75,22.699,0.151,20.479,0.02,18.204,0.009,16.719,0.006,15.77,0.005,13.818,0.035,13.091,0.038,12.515,0.028,,,X,,,D,X,,1,1,,,,,,,,J120430.42+321259.1,,,,,12.213,0.023,11.981,0.023,11.524,0.207,9.009,,18.368,-2.1,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1204-0150,,,120444.605-015034.609,ULAS J120444.67-015034.8,12 04 44.608,-01 50 34.77,181.1858687,-1.8429923,T5.5,NIR,,,,,,,,,(None),,,,,,,,,,,,,,,21.089,0.179,19.536,0.042,,,,,,,17.1,0.02,,NIR,1,D,,1,0,1,,,,,,,,J120444.60-015034.7,,,,,16.573,0.088,14.672,0.06,11.977,0.42,8.843,,,,,,,,,,,,,16.74,0.02,,,,,,17.29,0.09,,17.99,0.03,,,,,,,,,,,,,,,,,
J1205-0744,,,120519.248-074356.866,NTTDF 1205-0744,12 05 20.21,-07 44 01.0,181.334208,-7.733611,T6:,NIR,,,,,,,,,(None),,,,,,,,,21.836,0.219,,,20.894,0.282,,,,,,,,,,,,,X,NIR,1,D,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1205+6057,12054348+6057284,120543.42+605728.2,120543.175+605726.685,,12 05 43.481,+60 57 28.50,181.431172,60.957916,L0,Opt,,,,,,,,,(None),,,-157,7.5,-122.7,21,24.782,1.081,24.742,0.624,23.065,0.294,20.586,0.025,19.063,0.01,18.08,0.021,16.323,0.114,15.427,0.118,15.206,0.194,,,X,,,D,,,0,,,,,,,,,J120543.23+605727.0,,,,,14.91,0.031,14.591,0.046,12.366,,9.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1206+2813,12060248+2813293,120602.50+281328.6,120602.529+281328.084,,12 06 02.490,+28 13 29.32,181.510373,28.22481,T3,NIR,,,,,,,,,(None),,,55.8,16.4,-65.6,20.3,25.742,0.419,25.568,0.521,25.336,0.451,23.873,0.536,20.23,0.013,18.509,0.019,16.541,0.109,15.815,0.126,15.817,,,,X,NIR,1,D,,1,0,1,1206+28,0.837264,2.52388,250,Leggett,T3_SDSS1206+28.txt,spex-prism_SDSSJ120602.51+281328.7_20050408_CHI06A.txt,J120602.53+281328.4,,,,,15.207,0.036,13.998,0.04,12.074,,8.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WISEA J120604.25+840110.5,,,120607.481+840051.350,,12 06 04.254,+84 01 10.59,181.5177249,84.0196092,Y0,NIR,,,,,,,,,(None),11.76,0.97,-585,4,-253,5,,,,,,,20.978,0.196,20.674,0.196,19.746,0.168,,,,,,,20.97,0.12,,,,W,,,0,,,,,,,,,J120604.25+840110.5,,,,,18.734,,15.058,0.054,12.536,,8.838,,,,,,,,,,,,,20.38,0.1,,,,,,,,,20.89,0.1,,,,,,,,,,,,,,,,,
J1206+6242,12061050+6242572,120610.53+624257.3,120610.412+624256.976,,12 06 10.507,+62 42 57.23,181.543779,62.715897,L1,Opt,,,,,,,,,(None),,,-44.7,4.4,-13.7,10.9,24.226,1.121,26.811,0.616,22.061,0.202,20.023,0.02,18.531,0.01,17.582,0.035,15.649,0.07,14.747,0.067,13.95,0.07,,,X,,,D,X,,0,,,,,,,,,J120610.41+624257.0,,,,,13.642,0.025,13.367,0.029,12.476,0.371,9.295,,,-18.6,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1206+1018,,,120621.550+101738.856,ULAS J120621.03+101802.9,12 06 21.03,+10 18 02.9,181.58763,10.300806,T5,NIR,,,,,,,,,(None),,,,,,,,,,,,,20.744,0.032,19.89,0.038,19.455,0.044,,,,,,,19.53,0.09,,NIR,1,D,,1,0,1,,,,,,,,,,,,,17.55,0.24,15.83,0.19,12.36,,8.86,,,,,,,,,,,,,19.11,0.15,,,,,,,,,20.57,0.23,,,,,,,,,,,,,,,,,
J1206+0016,12062495+0016025,120624.95+001602.5,120624.972+001601.015,,12 06 24.979,+00 16 00.49,181.6040782,0.2668015,M5,Opt,,,,,,,,,(None),,,37.632,2.486,-130.622,2.486,18.454,0.015,15.67,0.007,14.366,0.002,12.77,0.012,12.052,0.004,11.824,,10.348,0.026,9.775,0.024,9.475,0.019,,,,,,D,,,2,,,,,,,,,J120624.97+001601.0,,,,,9.277,0.023,9.09,0.02,8.926,0.031,8.559,,13.244,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1206-0144,12063598-0144013,120637.41-014332.2,120637.409-014332.673,,12 06 37.41,-01 43 32.2,181.655865,-1.725611,L1,Opt,,,,,,,,,(None),,,-28.3,26.1,40.7,27.1,24.932,0.74,24.363,0.483,23.309,0.368,20.898,0.071,19.783,0.033,19.175,0.048,16.355,0.101,15.69,0.114,15.538,0.214,,,X,,,D,,,0,,,,,,,,,120635.96-014400.8,,,,,15.545,0.055,16.023,0.271,12.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1206-3937,12065011-3937261,,,DENIS J1206501-393725,12 06 50.114,-39 37 26.14,181.708807,-39.623928,L2,Opt,,,,,,,,,(None),,,27.211,4.167,-105.202,4.167,,,,,,,,,,,,,14.316,0.032,13.598,0.029,13.094,0.026,,,X,,,W,X,,0,,,,,,,,,J120650.13-393727.1,,,,,12.786,0.023,12.511,0.024,11.969,0.199,9.28,,18.907,,,,,,,,,,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1207-3151,12070374-3151298,,120703.042-315113.970,,12 07 03.744,-31 51 29.90,181.765598,-31.858305,L3:,Opt,,,,,,,,,(None),,,-233.1,10.2,-54.6,11,,,,,,,20.194,0.052,,,,,15.85,0.066,14.719,0.052,13.997,0.057,,,X,,,W,X,,0,,12070374-3151298,0.650922,2.5599,244.3,SpeX,spex-prism_2MASSJ12070374-3151298_20050324_SEI07A.txt,spex-prism_2MASSJ12070374-3151298_20080109_BUR10A.txt,120703.53-315130.5,,,,,13.568,0.026,13.277,0.032,12.84,,,,,,,,,,,,,,,,,,,,,,,,SpeX Prism,,,,,,,,,,,,,,,,,,,
TWA27A,12073346-3932539,,,TWA27A,12 07 33.384,-39 32 54.37,181.8891015,-39.5484367,M8 (gamma),Opt,2.33,0.14,4.14,0.15,2635,73,33.04,9.32,TW Hya,52.36,1.1,-67.753,3.84,-21.224,3.84,,,,,,,,,,,,,12.995,0.026,12.388,0.027,11.945,0.026,,,,,1,W,X,,1,1,12074836-390004,5.472715,10.283197,5379,Montreal,L0g_2MASS_J12074836-390004_MAGE.txt,L1g_2MASS_J12074836-3900043_Spex_SXD.txt,J120733.41-393254.2,VL-G,TWA,99.9,100,11.574,0.023,11.017,0.02,9.469,0.031,8.121,TW Hya,17.301,11.2,2,,,,,,,,0.009,,,,,,,0.174,,,MagE,,,,,,,,,,,,,,,,,,,
TWA 27 B,,,,TWA 27 B,12 07 34.00,-39 32 54.0,181.891667,-39.548333,,,,,,,,,,,TW Hya,,,-62.68,1.7,-22.81,2.68,,,,,,,,,,,,,,,,,,,,,,,1,W,,,0,,,,,,,,,,,TW Hya,Bona Fide,84,,,,,,,,TW Hya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1207-3909,12073804-3909050,,,,12 07 37.866,-39 09 04.49,181.9077743,-39.1512482,L2:,Opt,,,,,,,,,(None),,,-125.1,7.5,41.8,9.3,,,,,,,,,,,,,14.689,0.04,13.817,0.027,13.244,0.038,,,X,,,W,X,,0,,,,,,,,,J120737.91-390904.6,,,,,12.852,0.024,12.552,0.024,12.339,0.293,9.36,,19.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1207+1339,,,120744.807+133856.775,ULAS J120744.65+133902.7,12 07 44.608,+13 39 02.89,181.9358671,13.6508031,T6,NIR,,,,,,,,,(None),,,,,,,,,,,22.038,0.19,21.454,0.13,21.383,0.162,,,,,,,,,18.52,0.05,X,NIR,1,D,,1,0,1,,,,,,,,J120744.60+133902.8,,,,,17.902,0.246,15.876,0.145,12.594,,9.055,,,,,,,,,,,,,18.28,0.05,,,,,,18.67,0.05,,19.19,0.05,,,,,,,,,,,,,,,,,
J1207+0244,12074717+0244249,120747.17+024424.9,120746.808+024426.254,,12 07 47.174,+02 44 24.93,181.946558,2.740258,L8,Opt,,,,,,,,,(None),22.47,6.16,-498.12,17.76,137.2,18.85,26.221,0.473,25.29,0.698,24.544,0.758,21.373,0.006,18.873,0.013,17.732,0.012,15.58,0.071,14.561,0.065,13.986,0.059,,,X,Opt,1,D,X,1,0,1,1207+02,0.841227,2.53348,369.8,Leggett,T0_SDSS1207+02.txt,,120746.83+024426.3,Candidate L6.5 + T2.5 Binary,,,,13.397,0.027,12.784,0.029,11.397,0.204,,,,-41.8,20,,,,,,,,,,,,,,,,,,,,,,,,,<1.5,0.4,<1.5,,,,,,,,,,
2MASS J12074836-3900043,12074836-3900043,,,12074836-3900043,12 07 48.362,-39 00 04.40,181.951509,-39.001221,L1 (delta),NIR,1.36,0.02,3.75,0.1,1882,84,13.75,0.75,TW Hya,,,-57.2,7.9,-24.8,10.5,,,,,,,,,,,,,15.494,0.058,14.608,0.049,14.04,0.06,,,,,1,W,X,,0,,,,,,,,,J120748.29-390004.7,VL-G,TW Hya,Likely Member,45,13.64,0.024,13.204,0.027,12.899,0.506,8.871,TW Hya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J120751.17+302808.9,12075104+3028119,120751.12+302810.0,120751.212+302808.429,,12 07 51.171,+30 28 08.97,181.9632145,30.469158,L0.6,NIR,,,,,,,,,(None),,,126.1,9.1,-241.1,7.2,24.431,0.623,24.216,0.339,21.714,0.13,19.202,0.012,17.765,0.007,16.965,0.006,15.253,0.051,14.799,0.071,14.467,0.077,,,,,,D,,,0,,,,,,,,,J120751.17+302808.9,,,,,14.046,0.027,13.713,0.033,12.78,,8.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1208+4452,12082176+4452244,120821.72+445224.6,120821.687+445224.694,,12 08 21.666,+44 52 24.62,182.0902751,44.8735043,L0,Opt,,,,,,,,,(None),,,-58.5,9.9,17.4,15.9,23.172,0.47,22.024,0.477,22.341,0.268,20.145,0.025,18.738,0.015,17.748,0.011,15.926,0.089,15.114,0.097,14.711,0.088,,,,,,D,X,,0,,,,,,,,,J120821.69+445224.6,,,,,14.417,0.028,14.142,0.039,12.053,,9.176,,20.395,16,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1209+3233,12090655+3233264,120906.49+323327.5,120906.434+323329.113,,12 09 06.407,+32 33 29.66,182.2766939,32.5582377,L0,Opt,,,,,,,,,(None),,,-97.8,8.8,194.7,11.1,26.054,0.499,24.925,0.57,21.739,0.052,19.668,0.009,18.038,0.007,17.079,0.006,15.301,0.048,14.611,0.052,14.17,0.064,,,X,,,D,X,,0,,,,,,,,,J120906.44+323328.8,,,,,13.93,0.027,13.568,0.032,12.216,0.376,9.012,,19.785,59.1,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1209+5429,12091619+5429499,120916.19+542949.6,120916.199+542950.262,,12 09 16.204,+54 29 50.15,182.3175164,54.4972646,L1,Opt,,,,,,,,,(None),,,15.6,6,14.6,11,25.699,0.868,22.128,0.696,21.744,0.08,19.845,0.012,18.396,0.01,17.438,0.011,15.518,0.061,14.662,0.061,14.224,0.063,,,X,,,D,X,,0,,,,,,,,,J120916.20+542950.0,,,,,13.72,0.025,13.587,0.031,12.328,,9.162,,20.051,8.7,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
