Name,2MASS Name,WISE Name,SDSS Name,Other Name,DiscRef,RA (h:m:s),Dec (d:m:s),RA,DEC,SpT,SpT_Type,r_SpT,Peculiarities,r_Peculiarities,Member,Quality,r_Member,LACEwING,LACEwING probability,D_Trig,e_D_Trig,r_D_Trig,pmRA,e_pmRA,pmDE,e_pmDE,r_pm,HRV,e_HRV,r_RV,WISE_W1,e_WISE_W1,WISE_W2,e_WISE_W2,WISE_W3,e_WISE_W3,WISE_W4,e_WISE_W4,SDSS_u,e_SDSS_u,SDSS_g,e_SDSS_g,SDSS_r,e_SDSS_r,SDSS_i,e_SDSS_i,SDSS_z,e_SDSS_z,IRAC3p6,e_IRAC3p6,r_IRAC3p6,IRAC4p5,e_IRAC4p5,r_IRAC4p5,IRAC5p8,e_IRAC5p8,r_IRAC5p8,IRAC8,e_IRAC8,r_IRAC8,MKO_Y,e_MKO_Y,r_MKO_Y,J,e_J,H,e_H,K,e_K,JHKRef,MKO_J,e_MKO_J,MKO_H,e_MKO_H,MKO_K,e_MKO_K,MKORef,MKO_L,e_MKO_L,r_MKO_L,Variable,e_Variable,r_Variable,Variable_period,e_Variable_period,r_Variable_period,Polarized Filter,Polarized %,e_Polarized %,Polarized Angle,Q/I,e_Q/I,U/I,e_U/I,Polarization Ref,InDwarfArchive,Comments,L-T Transition,Young,Variable%,Polarization,Priority,Declination,Visible,Varflag,Polflag,Ltflag,Jflag,Ranking,Star,Min,Max,R,Instrument,Source,Filename,Filename2,Sp Note
J0540+4832,,054047.00+483232.4,,WISE J054047.00+483232.4,Mace2013,05 40 47.02,+48 32 32.2,85.195903,48.542283,T8.5,NIR,Mace2013,,,,,,(None),,,,,,,,,,,,,>18.25,,15.07,0.12,>12.09,,>9.27,,,,,,,,,,,,16.97,0.05,Mace2013,14.77,0.02,Mace2013,,,,,,,,,,,,,,,,,18.49,0.02,18.62,0.05,,,Mace2013,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,0,,,,,,,,,
J0542-1628,05423145-1628323,054231.26-162829.1,,WISEPA J054231.26-162829.1,Kirkpatrick2011,05 42 31.26,-16 28 29.1,85.63025,-16.47475,T6.5,NIR,Kirkpatrick2011,,,,,,(None),,,,,-233.5,25.6,287.7,27.7,GagneBDs,,,,16.39,0.085,13.976,0.047,>12.347,,>8.78,,,,,,,,,,,,15.265,0.023,Kirkpatrick2011,13.968,0.018,Kirkpatrick2011,,,,,,,,,,16.64,0.08,16.57,0.1,16.63,0.14,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,NIR,,,,1,D,,,,1,,1,,,,,,,,,
J0543+6422,05431887+6422528,054318.94+642250.3,,,Reid2008,05 43 18.87,+64 22 52.8,85.828625,64.381333,L1,Opt,Reid2008,,,,,,(None),,,,,41,3.5,-236.2,9.2,GagneBDs,18.6,0.2,Blake2010,11.655,0.024,11.382,0.022,10.946,0.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.567,0.029,12.669,0.03,12.05,0.021,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,1,1,,,,,,,,,
J0546-0959,05460119-0959472,054601.19-095947.5,,WISE J054601.19-095947.5,Mace2013,05 46 01.20,-09 59 47.5,86.504984,-9.996518,T5,NIR,Mace2013,,,,,,(None),,,,,-4.4,29.6,-25.8,29.7,GagneBDs,,,,15.935,0.066,13.964,0.046,>12.563,,>9.05,,,,,,,,,,,,15.01,0.02,Mace2013,13.92,0.02,Mace2013,,,,,,,,,,16.18,0.093,16.27,0.22,>15.466,,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIR,,,,1,D,,,,1,,1,,,,,,,,,
J0550+1610,05500772+1610556,055007.93+161051.9,,WISEA J055007.94+161051.9,Kirkpatrick2014,05 50 07.94,+16 10 51.9,87.53309,16.181084,L2,NIR,Kirkpatrick2014,,,,,,(None),,,,,248.3,8.3,-296.8,8.5,GagneBDs,,,,12.335,0.025,12.044,0.024,11.343,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.441,0.026,13.49,0.027,12.836,0.027,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,X,,,,,0,,,,,,,,,
J0557-1359,05575096-1359503,,,,,05 57 50.96,-13 59 50.3,89.462333,-13.997306,M7 gamma,NIR,Faherty2016,"Red, Low-gravity (Young?)",Faherty2016,,,,Hyades,nan,526.3157895,277.0083102,Faherty2016,0,5,0,5,Faherty2016,30.3,2.8,Faherty2016,11.336,0.023,10.803,0.02,7.889,0.017,5.02,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,12.871,0.019,12.145,0.026,11.732,0.021,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyades,,,1,D,X,,,,1,1,,,,,,,,,
J0559-1404,05591914-1404488,055919.58-140452.6,,,Burgasser2000b,05 59 19.14,-14 04 48.8,89.82975,-14.080222,T5,Opt,Burgasser2003d,,,,,,(None),,10.35,0.11,Dupuy2012,563.16,1.19,-346.46,1.17,Dahn2002,,,,13.386,0.025,11.904,0.023,11.025,0.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.802,0.021,13.679,0.043,13.577,0.051,2MASS,,,13.68,0.04,,,38-Dupuy2012,,,,~0.7,,Radigan2014a,~10,,Radigan2014a,,,,,,,,,,X,,Opt,,~0.7,,2,D,X,,,1,1,2,2mass0559.dat,0.94319797,2.3100715,2351.102033,NIRSPEC,BDSS,2mass0559.dat,T4.5_2MASSJ0559-1404.txt,
J0602+4043,06020638+4043588,060206.60+404356.6,,,Looper2007,06 02 06.38,+40 43 58.9,90.526583,40.733025,T4.5,NIR,Looper2007,,,,,,(None),,,,,241.6,14,-220.9,20.7,GagneBDs,,,,15.206,0.047,13.537,0.039,>12.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.544,0.066,15.592,0.137,15.166,0.161,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,NIR,,,,1,D,X,,,1,,1,06020638+4043588,0.650566,2.5624,244.5,SpeX Prism,SpeX,spex-prism_2MASSJ06020638+4043588_20061209_LOO07A.txt,,
J0602+6336,06022216+6336391,060222.12+633636.5,,,Reid2008,06 02 22.16,+63 36 39.1,90.592334,63.610861,L1:,Opt,Reid2008,,,,,,(None),,,,,-21.2,3.6,-227.5,9.2,GagneBDs,,,,12.217,0.023,11.967,0.025,11.871,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.266,0.027,13.357,0.029,12.683,0.022,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J0602+3910,06023045+3910592,060230.59+391053.4,,LSR 0602+3910,Salim2003,06 02 30.45,+39 10 59.2,90.626876,39.183111,L1 beta,Opt,Faherty2016,"Red, Low-gravity (Young?)",Faherty2016,,,,(None),,11.29943503,0.204283571,Faherty2016,157,10,-504,10,Faherty2016,8.1,0.1,Blake2010,10.435,0.022,10.124,0.022,9.591,0.04,8.428,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,0.018,11.451,0.019,10.865,0.018,2MASS,,,,,,,,,,,,,,,,,I,0,0.25,,0.21,0.11,-0.12,0.17,Manjavacas2017,X,,,"Red, low-gravity",,0,1,D,X,,,,1,1,,,,,,,,,
J0605-2342,06050196-2342270,060501.89-234226.0,,,Cruz2007,06 05 01.90,-23 42 26.0,91.257917,-23.707222,L0:,Opt,Cruz2007,,,,,,(None),,,,,-81.3,8.9,88.8,9.8,GagneBDs,,,,12.843,0.025,12.544,0.026,>12.529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.512,0.032,13.727,0.035,13.145,0.03,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,W,X,,,,,0,,,,,,,,,
J0607+2429,06073908+2429574,060738.65+242953.5,060738.79+242954.4,WISEP J060738.65+242953.4,Castro2012,06 07 38.65,+24 29 53.4,91.911057,24.498173,L9,NIR,Castro2013,,,,,,(None),,7.19,0.1,Castro2013,-470,10,-330,20,Castro2012,,,,11.544,0.024,10.953,0.023,10.143,0.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.218,0.026,13.038,0.025,12.469,0.022,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIR,,,,1,D,X,,,1,,1,,,,,,,,,
J0607+4550,06074202+4550435,060742.12+455037.2,,WISEA J060742.13+455037.0,Kirkpatrick2014,06 07 42.14,+45 50 37.1,91.925578,45.843628,L2.5,NIR,Kirkpatrick2014,,,,,,(None),,,,,95.6,6,-557.8,9.3,GagneBDs,,,,12.85,0.025,12.515,0.024,12.238,0.401,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.942,0.035,14.034,0.034,13.329,0.027,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,X,,,,,0,,,,,,,,,
J0608-2753,06085283-2753583,060852.84-275358.2,,,Kirkpatrick2008,06 08 52.83,-27 53 58.3,92.220125,-27.899528,M8.5 gamma,Opt,Faherty2016,Young,Kirkpatrick2008,Columba,Peripheral?,Gagne2014a,Argus,68,31.25,3.5,Faherty2012,8.7,7.6,8.3,9.2,GagneBDs,26.35,0.07,Faherty2016,11.976,0.024,11.623,0.021,11.314,0.113,9.093,,,,,,,,,,,,,,,,,,,,,,,,,,,13.595,0.026,12.897,0.024,12.371,0.024,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Argus,,,1,W,X,,,,1,1,,,,,,,,,
CD-35 2722 B,,,,CD-35 2722 B,Wahhaj2011,06 09 19.21,-35 49 31.2,92.330042,-35.825333,L4,NIR,Wahhaj2011,Close Companion,Wahhaj2011,AB Dor,,Wahhaj2011,AB Dor,38,21.28,1.36,Wahhaj2011,-5.65,0.89,-56.62,0.9,Wahhaj2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,Companion to CD-35 2722: a=3''.137+/-0''.005 @ 243.10deg+/-0.25deg on 2010/01/10,,AB Dor,,,1,W,,,,,,0,,,,,,,,,
Gl 229 b,,,,Gl 229 b,Nakajima1995,06 10 34.80,-21 52 00.0,92.645,-21.866667,T7 p,NIR,Burgasser2006,Peculiar Spectrum ; Companion,Burgasser2006 ; ?,,,,(None),,5.753,0.033,VanLeuuwen2007 (host),-136.99,0.64,-714.07,0.87,Perryman1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.35,0.05,,,12-Dupuy2012,,,,,,,,,,,,,,,,,,,X,Located 7.78+/-0.1'' @ 163+/-1 deg from Gl 229A on 10/29/1994 (Nakajima et al. 1995),,,,,,D,,,,,,0,Gl229B,0.524477,5.09811,471.4,,Leggett,T7_Gl229B.txt,,
J0611-0410,06113507-0410208,061135.13-041024.0,,WISEPA J061135.13-041024.0,Kirkpatrick2011,06 11 35.13,-04 10 24.0,92.896376,-4.173333,T0,NIR,Kirkpatrick2011,,,,,,(None),,,,,73,10.9,-286,11.3,GagneBDs,,,,13.566,0.027,12.933,0.032,>12.055,,>9.08,,,,,,,,,,,,13.069,0.017,Kirkpatrick2011,12.924,0.017,Kirkpatrick2011,,,,,,,,,,15.489,0.053,14.645,0.047,14.221,0.069,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,NIR,,,,1,D,X,,,1,,1,,,,,,,,,
J0612-4920,,061208.69-492024.2,,WISEPA J061208.69-492023.8,Kirkpatrick2011,06 12 08.69,-49 20 23.8,93.036209,-49.339944,T3.5,NIR,Kirkpatrick2011,,,,,,(None),,,,,,,,,,,,,15.408,0.034,14.111,0.034,12.809,0.272,>9.784,,,,,,,,,,,,14.732,0.021,Kirkpatrick2011,14.13,0.019,Kirkpatrick2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,NIR,,,,1,,,,,1,,,,,,,,,,,
J0612-3036,,061213.85-303612.5,,WISEPA J061213.93-303612.7,Kirkpatrick2011,06 12 13.93,-30 36 12.7,93.058043,-30.603528,T6,NIR,Kirkpatrick2011,,,,,,(None),,,,,,,,,,,,,16.352,0.074,14.032,0.04,12.962,0.45,>8.93,,,,,,,,,,,,15.588,0.026,Kirkpatrick2011,14.033,0.019,Kirkpatrick2011,,,,,,,,,,17,0.09,17.06,0.11,17.34,0.21,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,NIR,,,,1,W,,,,1,,1,,,,,,,,,
J0613+1514,06135342+1514062,,,HD 253662 B,Deacon2014,06 13 53.42,+15 14 06.2,93.472599,15.235067,L0.5,NIR,Deacon2014,Companion,Deacon2014,,,,(None),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.961,0.081,15.182,0.086,14.506,0.094,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,X,,,,,0,,,,,,,,,
J0614+3912,,061407.49+391235.9,,WISEPA J061407.49+391236.4,Kirkpatrick2011,06 14 07.49,+39 12 36.4,93.531209,39.210111,T6,NIR,Kirkpatrick2011,,,,,,(None),,,,,,,,,,,,,16.472,0.116,13.647,0.039,12.015,0.281,>9.066,,,,,,,,,,,,15.19,0.023,Kirkpatrick2011,13.599,0.018,Kirkpatrick2011,,,,,,,,,,16.933,0.163,16.356,0.246,>16.283,,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,NIR,,,,1,D,,,,1,,1,,,,,,,,,
J0614-2019,06141196-2019181,061412.06-201921.5,,SIPS J0614-2019,Andrei2011,06 14 11.96,-20 19 18.1,93.549833,-20.321694,L4,NIR,Andrei2011,,,,,,(None),,29.15,2.55,Marocco2013,125.1,9.3,-305.1,9.7,GagneBDs,,,,13.044,0.025,12.789,0.026,>12.563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.783,0.025,13.901,0.023,13.375,0.036,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,X,,,,,0,,,,,,,,,
J0614+0951,,061437.73+095135.0,,WISE J061437.73+095135.0,Mace2013,06 14 37.75,+09 51 35.2,93.657312,9.859784,T7,NIR,Mace2013,,,,,,(None),,,,,,,,,,,,,16.92,0.19,14.29,0.07,>12.04,,8.9,0.39,,,,,,,,,,,15.49,0.03,Mace2013,14.1,0.02,Mace2013,,,,,,,,,,16.9,0.08,16.82,0.1,16.81,0.14,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,2MASS JHK Photometry from the 2MASS camera at Bigelow,,,,,,D,,,,,,0,,,,,,,,,
J0615-0100,06154934-0100415,061549.48-010042.2,,DENIS-P J0615493-010041,Phan-Bao2008,06 15 49.34,-01 00 41.6,93.955583,-1.01155,L2:,Opt,Phan-Bao2008,,,,,,(None),,,,,225.83,12.18,-75.12,13.55,Phan-Bao2008,,,,12.192,0.024,11.928,0.022,11.267,0.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.754,0.025,12.984,0.022,12.541,0.024,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,1,1,,,,,,,,,
J0616-4557,06160532-4557080,061605.26-455706.7,,,Reid2008,06 16 05.33,-45 57 08.1,94.022195,-45.952244,L2,Opt,Reid2008,,,,,,(None),,,,,-60.8,6.4,124.6,9.8,GagneBDs,,,,13.133,0.023,12.822,0.024,12.216,0.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.157,0.04,14.259,0.043,13.598,0.038,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,
J0616-6407,06164006-6407194,061642.45-640720.0,,,Cushing2009,06 16 40.06,-64 07 19.4,94.166916,-64.122056,L5 sd,Opt,Cushing2009,Subdwarf,Cushing2009,,,,(None),,50.25,16.41,Faherty2012,1405.06,8.02,-51.52,17.17,Cushing2009,,,,15.666,0.029,15.183,0.038,>14.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.403,0.112,16.275,0.228,>16.381,,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
AB Pic b,,,,AB Pic b,Chauvin2005,06 19 12.94,-58 03 20.9,94.803917,-58.055806,L1,NIR,Chauvin2005,Young ; Companion,Montes2010 ; Chauvin2005,Carina,Bona Fide,Montes2010,Columba,25,46.06,1.46,VanLeuuwen2007 (host),14.13,0.9,45.21,0.85,Perryman1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,Located 5.450ÕÕ @ 175.30 deg from AB Pic A on Sep. 25; 2004 (Chauvin et al. 2005),,Columba,,,1,,,,,,,,,,,,,,,,
J0623-0456,,062309.94-045624.6,,WISEPA J062309.94-045624.6,Kirkpatrick2011,06 23 09.94,-04 56 24.6,95.791418,-4.940167,T8,NIR,Kirkpatrick2011,,,,,,(None),,,,,,,,,,,,,17.036,0.177,13.781,0.043,12.51,0.394,>8.661,,,,,,,,,,,,15.494,0.025,Kirkpatrick2011,13.736,0.018,Kirkpatrick2011,,,,,,,,,,17.51,0.1,17.31,0.11,17.8,0.22,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,,,,,,,,,
J0624+6626,06244172+6626309,062442.37+662625.6,,WISE J062442.37+662625.6,Castro2013,06 24 42.32,+66 26 25.9,96.176322,66.440527,L1,NIR,Castro2013,,,,,,(None),,,,,355,2,-513,3,Castro2013,,,,12.02,0.03,11.79,0.03,11.63,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.412,0.049,12.768,0.046,12.268,0.031,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,X,,,,1,1,,,,,,,,,
J0624-4521,06244595-4521548,062445.89-452150.9,,,Reid2008,06 24 45.95,-45 21 54.8,96.191459,-45.365222,L5:,Opt,Reid2008,,,,,,Argus,47,11.92,0.64,Faherty2012,91.16,252.59,264.75,198.45,Schmidt2007,,,,11.83,0.023,11.478,0.021,10.866,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.48,0.026,13.335,0.027,12.595,0.024,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,Argus,,,,,X,,,,,,06244595-4521548,0.652901,2.56256,244.7,SpeX Prism,SpeX,spex-prism_2MASSJ06244595-4521548_20050324_SEI07A.txt,,
J0625+5646,06254230+5646268,062542.21+564625.4,,WISEPA J062542.21+564625.5,Kirkpatrick2011,06 25 42.21,+56 46 25.5,96.425876,56.77375,T6,NIR,Kirkpatrick2011,,,,,,(None),,,,,-68.8,16.8,-128.2,37.4,GagneBDs,,,,16.333,0.08,14.38,0.057,12.439,0.351,>8.77,,,,,,,,,,,,15.47,0.025,Kirkpatrick2011,14.414,0.019,Kirkpatrick2011,,,,,,,,,,17.1,0.1,16.9,0.1,16.84,0.15,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,NIR,,,,1,D,,,,1,,1,,,,,,,,,
J0626+0029,06262121+0029341,062621.24+002933.9,062621.22+002934.2,,Hawley2002,06 26 21.21,+00 29 34.1,96.588375,0.492806,L1,Opt,Hawley2002,,,,,,(None),,,,,42.1,10.3,-18,11.4,GagneBDs,,,,14.416,0.031,14.38,0.056,>12.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.925,0.093,15.209,0.12,14.86,0.123,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J0627-1114,06272007-1114241,062720.07-111428.0,,WISEPA J062720.07-111428.8,Kirkpatrick2011,06 27 20.07,-11 14 28.8,96.833625,-11.241333,T6,NIR,Kirkpatrick2011,,,,,,(None),,,,,-7.2,10.7,-347.8,9.7,GagneBDs,,,,15,0.04,13.26,0.032,11.534,0.211,>8.96,,,,,,,,,,,,14.272,0.019,Kirkpatrick2011,13.326,0.018,Kirkpatrick2011,,,,,,,,,,15.487,0.051,15.441,0.075,15.432,0.181,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,NIR,,,,1,D,X,,,1,,1,,,,,,,,,
J0627-5308,06272161-5308428,,,,,06 27 21.61,-53 08 42.8,96.840042,-53.145222,L0 beta gamma,NIR,Faherty2016,"Red, Low-gravity (Young?)",Faherty2016,,,,AB Dor,37,,,,10.4,6.6,65.1,12.3,Faherty2016,,,,13.883,0.026,13.502,0.029,13.392,0.504,9.74,,,,,,,,,,,,,,,,,,,,,,,,,,,16.385,0.113,15.234,0.091,14.69,0.087,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AB Dor,,,1,,,,,,,,,,,,,,,,
J0629+2418,06290512+2418086,062905.13+241804.9,,WISE J062905.13+241804.9,Mace2013,06 29 05.14,+24 18 04.8,97.271402,24.301345,T2,NIR,Mace2013,,,,,,(None),,,,,15.5,19.4,-303,22.6,GagneBDs,,,,14.362,0.034,13.627,0.043,11.832,0.248,>8.99,,,,,,,,,,,,,,,,,,,,,,,,,,,16.39,0.05,15.58,0.06,15.09,0.07,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,2MASS JHK Photometry from PAIRITEL,NIR,,,,1,D,,,,1,,1,,,,,,,,,
J0632+8305,06320617+8305014,063206.20+830500.7,,,Reid2008,06 32 06.17,+83 05 01.4,98.025708,83.083722,L0.5,Opt,Reid2008,,,,,,(None),,,,,5.4,1,-66.4,10.9,GagneBDs,-26,0.3,Blake2010,12.077,0.023,11.833,0.023,11.289,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.754,0.024,12.943,0.03,12.4,0.027,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,W,X,,,,1,1,,,,,,,,,
J0632-5010,06322402-5010349,063223.91-501035.0,,2MUCD 20248,Reid2008,06 32 24.02,-50 10 34.9,98.100083,-50.176361,L3 beta,Opt,Faherty2016,Young,Reid2008,,,,AB Dor,40,,,,-100.2,5.2,-4.6,8.8,Faherty2016,,,,12.61,0.023,12.169,0.022,11.729,0.146,8.919,,,,,,,,,,,,,,,,,,,,,,,,,,,15.024,0.041,14.031,0.038,13.337,0.029,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,AB Dor,,,1,,X,,,,,,,,,,,,,,
J0632+5053,06324849+5053351,063248.56+505333.6,,LSPMJ0632+5053 B,Deacon2014,06 32 48.50,+50 53 35.2,98.202077,50.893105,L1.5,NIR,Deacon2014,Companion,Deacon2014,,,,(None),,,,,58.6,12.3,-137.3,23.2,GagneBDs,,,,14.94,0.038,14.757,0.078,>12.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.383,0.107,15.421,0.133,15.171,0.121,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,0,,,,,,,,,
J0639-7418,06395596-7418446,063955.99-741844.8,,,Cruz2007,06 39 55.96,-74 18 44.7,99.983177,-74.312416,L5,Opt,Cruz2007,,,,,,(None),,,,,12.1,2.2,-13.8,9.8,GagneBDs,,,,13.176,0.024,12.856,0.024,>12.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.795,0.108,14.723,0.081,14.038,0.078,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,
J0641-4322,06411840-4322329,064118.61-432226.0,,,Reid2008,06 41 18.39,-43 22 32.9,100.32663,-43.375806,L1.5,Opt,Reid2008,,,,,,(None),,17.95,1.84,Andrei2010,215.83,8.96,612.53,8.98,Dupuy2012,,,,12.073,0.024,11.784,0.022,11.212,0.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.751,0.023,12.941,0.032,12.451,0.027,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,,1,,,,,,,,,,
J0642+4101,06420559+4101599,064205.58+410155.5,,WISE J064205.58+410155.5,Mace2013,06 42 05.59,+41 01 55.4,100.523304,41.032055,T2 p(red),NIR,Mace2013,Red,Mace2013,,,,Hyades,32,,,,-4.8,4.9,-370.5,8.5,GagneBDs,,,,13.359,0.025,12.552,0.029,11.701,0.312,>8.76,,,,,,,,,,,,12.94,0.02,Mace2013,12.65,0.02,Mace2013,,,,,,,,,,16.164,0.096,15.093,0.072,14.279,0.059,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIR,Hyades,,,1,D,,,,1,,1,,,,,,,,,
J0645-6646,06453153-6646120,064529.80-664556.8,,,Kirkpatrick2010,06 45 31.53,-66 46 12.0,101.381381,-66.77,L8 sd,Opt,Kirkpatrick2010,Subdwarf,Kirkpatrick2010,,,,(None),,,,,-887.5,19.2,1316.7,30.1,GagneBDs,126,50,Kirkpatrick2010,13.764,0.025,13.292,0.025,12.372,0.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.602,0.067,14.696,0.07,14.372,0.084,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,Opt,,,,1,,X,,,1,,,,,,,,,,,
J0646+7935,06462756+7935045,064627.13+793457.8,,HD 46588 B,Loutrel2011,06 46 27.56,+79 35 04.5,101.61483,79.584583,L9,NIR,Loutrel2011,Companion,Loutrel2011,,,,(None),,17.87,0.09,VanLeuuwen2007 (host),-111.94,20.13,-605.74,32.25,Loutrel2011,,,,13.709,0.026,13.078,0.027,11.721,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.261,0.092,15.08,0.073,14.602,0.09,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,Companion to HD46588A;Binary: a=79Õ'.2+/-0''.2 @ 27.46deg+/-0.15deg on 2011 May 12,NIR,,,,1,W,,,,1,,1,,,,,,,,,
J0647-6323,,,,WISE J064723.23-623235.5,Kirkpatrick2013,06 47 23.24,-62 32 35.4,101.846838,-62.543174,Y1,NIR,Kirkpatrick2013,,,,,,(None),,8.7,0.91,Kirkpatrick2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0647-1546,06475076-1546179,064750.84-154616.5,,WISEA J064750.85-154616.4,Scholz2014,06 47 50.76,-15 46 17.9,101.9615,-15.771639,L9.5,NIR,Scholz2014,,,,,,(None),,,,,113,3,131,3,Scholz2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.314,0.049,14.292,0.049,13.739,0.055,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIR,,,,1,D,X,,,1,,1,,,,,,,,,
HD 49197 B,,,,HD 49197 B,Metchev2004,06 49 21.40,+43 45 33.1,102.339167,43.759194,L4,NIR,Metchev2004,Close Companion,Metchev2004,,,,(None),,44.9,1.21,VanLeeuwen2007,-35.12,0.89,-48.59,0.85,Perryman1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,Located 0.9475+/-0.0022'' @ 77.60+/-0.25 deg from HD 49197 (Metchev & Hillenbrand 2004),,,,,,D,,,,,,0,,,,,,,,,
J0652-2534,06521977-2534505,065219.57-253449.5,,DENIS-P J0652197-253450,Phan-Bao2008,06 52 19.77,-25 34 50.6,103.08238,-25.580717,L0,Opt,Phan-Bao2008,Young,,,,,Argus,56,15.68,0.23,Dieterich2014,-237.6,7.7,91.4,8.5,GagneBDs,,,,11.12,0.024,10.772,0.021,10.388,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.759,0.019,12.02,0.02,11.516,0.019,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,Argus,,,,W,X,,,,1,1,,,,,,,,,
